,model,mean_original_score_v2_0,mean_original_score_v2_1,mean_attacked_score_v2_0_PGD,mean_attacked_score_v2_1_PGD,mean_attacked_score_v2_0_FGSM,mean_attacked_score_v2_1_FGSM,mean_decrease_rate_v2_0_PGD,mean_decrease_rate_v2_1_PGD,mean_decrease_rate_v2_0_FGSM,mean_decrease_rate_v2_1_FGSM
0,scores\sd_v2_1,0.28279124999999994,0.27192249999999996,0.24905375000000007,0.21452124999999994,0.26715875,0.25109375000000006,0.11918765083467428,0.21300128919250821,0.05513924059819878,0.07750088710526201
