,model,original_score_v2_0,original_score_v2_1,attacked_score_v2_0_PGD,attacked_score_v2_1_PGD,attacked_score_v2_0_FGSM,attacked_score_v2_1_FGSM,decrease_rate_v2_0_PGD,decrease_rate_v2_1_PGD,decrease_rate_v2_0_FGSM,decrease_rate_v2_1_FGSM
351,scores\sd_v1_5,0.2644,0.2401,0.2421,0.211,0.2517,0.2255,0.0843419062027232,0.12119950020824662,0.04803328290469003,0.06080799666805498
352,scores\sd_v1_5,0.2913,0.3284,0.2698,0.303,0.2793,0.326,0.07380707174733958,0.07734470158343493,0.04119464469618953,0.007308160779537189
353,scores\sd_v1_5,0.286,0.298,0.2534,0.2399,0.2708,0.2732,0.11398601398601386,0.1949664429530201,0.05314685314685312,0.08322147651006707
354,scores\sd_v1_5,0.2864,0.3076,0.261,0.2725,0.2725,0.298,0.08868715083798875,0.11410923276983084,0.048533519553072516,0.031209362808842647
355,scores\sd_v1_5,0.2864,0.3137,0.2659,0.2915,0.2737,0.304,0.07157821229050267,0.07076824992030602,0.04434357541899438,0.030921262352566106
356,scores\sd_v1_5,0.275,0.288,0.2488,0.2338,0.2732,0.2708,0.09527272727272737,0.18819444444444436,0.006545454545454631,0.059722222222222204
357,scores\sd_v1_5,0.2874,0.3267,0.261,0.2805,0.2825,0.3071,0.09185803757828803,0.1414141414141413,0.017049408489909587,0.05999387817569638
358,scores\sd_v1_5,0.2651,0.2563,0.2471,0.2229,0.2542,0.2422,0.06789890607318,0.130316035895435,0.041116559788759034,0.05501365587202487
359,scores\sd_v1_5,0.272,0.2783,0.2517,0.2386,0.2715,0.2668,0.07463235294117661,0.14265181458857343,0.0018382352941176486,0.04132231404958681
360,scores\sd_v1_5,0.2788,0.2467,0.2517,0.2101,0.2715,0.2435,0.09720229555236734,0.1483583299554114,0.026183644189382974,0.012971220105391198
361,scores\sd_v1_5,0.2769,0.2435,0.2423,0.1951,0.2617,0.2274,0.12495485734922353,0.19876796714579056,0.054893463344167545,0.06611909650924026
362,scores\sd_v1_5,0.2761,0.2274,0.2439,0.189,0.2551,0.205,0.1166244114451286,0.1688654353562005,0.07605939876856217,0.09850483729111699
363,scores\sd_v1_5,0.302,0.305,0.2698,0.24,0.2905,0.2837,0.10662251655629142,0.21311475409836067,0.03807947019867553,0.06983606557377045
364,scores\sd_v1_5,0.282,0.2438,0.2408,0.1826,0.2627,0.2155,0.1460992907801418,0.2510254306808859,0.06843971631205668,0.11607875307629202
365,scores\sd_v1_5,0.2693,0.2195,0.238,0.1794,0.2568,0.2095,0.1162272558484961,0.1826879271070615,0.046416635722242895,0.0455580865603645
366,scores\sd_v1_5,0.2874,0.2524,0.2441,0.1992,0.2666,0.2345,0.15066109951287396,0.21077654516640262,0.07237299930410573,0.07091917591125209
367,scores\sd_v1_5,0.2778,0.2416,0.2534,0.2034,0.2659,0.2285,0.08783297336213094,0.15811258278145698,0.04283657307415395,0.05422185430463576
368,scores\sd_v1_5,0.2935,0.3076,0.2563,0.2205,0.278,0.2705,0.1267461669505963,0.28315994798439525,0.05281090289608163,0.1206111833550064
369,scores\sd_v1_5,0.3008,0.2864,0.2708,0.2435,0.2861,0.282,0.09973404255319157,0.1497905027932961,0.048869680851063795,0.015363128491620165
370,scores\sd_v1_5,0.2834,0.2627,0.2325,0.1562,0.2656,0.2245,0.17960479887085384,0.4054054054054054,0.06280875088214533,0.1454130186524552
371,scores\sd_v1_5,0.2754,0.2551,0.2422,0.1692,0.257,0.2032,0.12055192447349304,0.33673069384555077,0.06681190994916475,0.2034496275970208
372,scores\sd_v1_5,0.3027,0.3113,0.2693,0.2346,0.2898,0.2825,0.11034027089527598,0.2463861227112111,0.04261645193260661,0.09251525859299725
373,scores\sd_v1_5,0.297,0.3025,0.2715,0.2491,0.285,0.2925,0.08585858585858575,0.17652892561983471,0.04040404040404044,0.03305785123966945
374,scores\sd_v1_5,0.303,0.342,0.2712,0.2605,0.2856,0.3008,0.10495049504950493,0.2383040935672515,0.05742574257425733,0.12046783625730997
375,scores\sd_v1_5,0.2778,0.2625,0.253,0.2136,0.2678,0.2478,0.08927285817134625,0.18628571428571428,0.0359971202303816,0.05600000000000007
376,scores\sd_v1_5,0.2471,0.2164,0.2275,0.1724,0.2406,0.1929,0.07932011331444751,0.20332717190388175,0.026305139619587123,0.10859519408502782
377,scores\sd_v1_5,0.2505,0.215,0.2284,0.175,0.2457,0.2031,0.0882235528942116,0.186046511627907,0.019161676646706583,0.055348837209302296
378,scores\sd_v1_5,0.2566,0.2286,0.2335,0.1823,0.25,0.2169,0.0900233826968043,0.2025371828521435,0.02572096648480123,0.051181102362204675
379,scores\sd_v1_5,0.2477,0.203,0.2212,0.1669,0.2367,0.1891,0.10698425514735566,0.17783251231527103,0.04440855874041183,0.06847290640394099
380,scores\sd_v1_5,0.2495,0.2302,0.2245,0.1819,0.2458,0.2119,0.10020040080160318,0.20981754995655943,0.01482965931863731,0.07949609035621193
381,scores\sd_v1_5,0.25,0.2217,0.2184,0.157,0.234,0.1896,0.12639999999999996,0.29183581416328375,0.06399999999999995,0.14479025710419494
382,scores\sd_v1_5,0.2583,0.2307,0.2389,0.1917,0.2551,0.2228,0.07510646535036769,0.1690507152145643,0.012388695315524511,0.03424360641525787
383,scores\sd_v1_5,0.2449,0.1897,0.2162,0.1398,0.2303,0.162,0.11719069007758269,0.26304691618344755,0.05961616986525113,0.14602003162888771
384,scores\sd_v1_5,0.2922,0.287,0.2776,0.2656,0.2903,0.2795,0.04996577686516085,0.0745644599303135,0.006502395619438784,0.0261324041811845
385,scores\sd_v1_5,0.2467,0.1796,0.2329,0.1649,0.2478,0.186,0.05593838670449942,0.08184855233853017,-0.004458856911228172,-0.03563474387527833
386,scores\sd_v1_5,0.2993,0.291,0.2754,0.259,0.2913,0.2827,0.07985299031072512,0.10996563573883153,0.02672903441363183,0.028522336769759363
387,scores\sd_v1_5,0.2612,0.2065,0.2413,0.1813,0.2563,0.1962,0.07618683001531394,0.12203389830508475,0.018759571209800978,0.049878934624697224
388,scores\sd_v1_5,0.2715,0.2522,0.253,0.2211,0.263,0.2316,0.06813996316758754,0.12331482950039648,0.03130755064456724,0.08168120539254553
389,scores\sd_v1_5,0.2803,0.252,0.2705,0.2385,0.2786,0.2487,0.034962540135568945,0.05357142857142862,0.006064930431680268,0.013095238095238085
390,scores\sd_v1_5,0.2886,0.272,0.2642,0.2396,0.2812,0.2537,0.08454608454608466,0.11911764705882356,0.0256410256410257,0.06727941176470602
391,scores\sd_v1_5,0.2644,0.2229,0.2445,0.1957,0.2634,0.2225,0.07526475037821492,0.12202781516375046,0.0037821482602118034,0.0017945266935844942
392,scores\sd_v1_5,0.2651,0.2056,0.2351,0.1538,0.2489,0.1743,0.11316484345529988,0.25194552529182884,0.06110901546586191,0.15223735408560307
393,scores\sd_v1_5,0.269,0.253,0.2499,0.2228,0.2598,0.2382,0.07100371747211898,0.11936758893280634,0.034200743494423945,0.05849802371541505
394,scores\sd_v1_5,0.2688,0.2278,0.2489,0.2036,0.2603,0.2233,0.074032738095238,0.10623353819139596,0.03162202380952384,0.019754170324846373
395,scores\sd_v1_5,0.2832,0.2634,0.2546,0.2202,0.2695,0.2484,0.1009887005649718,0.16400911161731213,0.04837570621468923,0.05694760820045563
396,scores\sd_v1_5,0.2634,0.2295,0.2405,0.1921,0.2527,0.2104,0.08694001518602897,0.16296296296296303,0.040622627182991804,0.08322440087145971
397,scores\sd_v1_5,0.2773,0.2566,0.2522,0.2148,0.2634,0.2461,0.0905156869816084,0.16289945440374126,0.05012621709340054,0.04091971940763828
398,scores\sd_v1_5,0.2737,0.2322,0.2345,0.182,0.2542,0.2085,0.14322250639386194,0.21619293712316967,0.07124588966021198,0.1020671834625323
399,scores\sd_v1_5,0.286,0.2932,0.2566,0.2477,0.2717,0.273,0.10279720279720274,0.1551841746248295,0.04999999999999993,0.06889495225102317
400,scores\sd_v2_1,0.29,0.291,0.2595,0.2434,0.2761,0.2651,0.10517241379310335,0.16357388316151195,0.04793103448275851,0.08900343642611677
401,scores\sd_v2_1,0.2974,0.2852,0.2534,0.2115,0.272,0.2412,0.14794889038332207,0.2584151472650772,0.08540685944855406,0.15427769985974757
402,scores\sd_v2_1,0.2783,0.2385,0.2524,0.1925,0.2698,0.2191,0.09306503772906928,0.19287211740041924,0.0305425799496946,0.08134171907756814
403,scores\sd_v2_1,0.2764,0.2183,0.2266,0.1539,0.2568,0.1842,0.18017366136034726,0.29500687127805764,0.07091172214182347,0.15620705451213923
404,scores\sd_v2_1,0.2922,0.2842,0.251,0.2223,0.2776,0.2489,0.14099931553730327,0.2178043631245602,0.04996577686516085,0.12420830401125967
405,scores\sd_v2_1,0.2825,0.2372,0.2341,0.158,0.2683,0.2096,0.1713274336283185,0.3338954468802698,0.05026548672566369,0.11635750421585155
406,scores\sd_v2_1,0.2761,0.2163,0.2443,0.1521,0.2615,0.1913,0.11517566099239414,0.2968099861303744,0.05287939152480985,0.11558021266759129
407,scores\sd_v2_1,0.2922,0.2751,0.2622,0.2296,0.2744,0.2404,0.10266940451745389,0.16539440203562344,0.060917180013689384,0.1261359505634315
408,scores\sd_v2_1,0.2903,0.298,0.2522,0.226,0.2668,0.258,0.13124354116431286,0.2416107382550335,0.08095074061315888,0.13422818791946303
409,scores\sd_v2_1,0.2795,0.2827,0.2472,0.2151,0.2617,0.251,0.11556350626118075,0.23912274495932082,0.06368515205724522,0.11213300318358686
410,scores\sd_v2_1,0.2783,0.2896,0.2471,0.2263,0.266,0.2686,0.11210923463887892,0.21857734806629842,0.044196909809557955,0.0725138121546962
411,scores\sd_v2_1,0.2864,0.3208,0.2576,0.2377,0.27,0.2817,0.10055865921787707,0.2590399002493765,0.05726256983240213,0.12188279301745628
412,scores\sd_v2_1,0.288,0.3071,0.2583,0.251,0.275,0.2869,0.10312500000000002,0.18267665255617058,0.04513888888888874,0.06577661999348745
413,scores\sd_v2_1,0.283,0.3054,0.2544,0.2438,0.2673,0.27,0.10106007067137796,0.20170268500327446,0.055477031802120116,0.11591355599214141
414,scores\sd_v2_1,0.2788,0.2625,0.2483,0.2008,0.2598,0.2263,0.10939741750358681,0.23504761904761906,0.06814921090387381,0.13790476190476195
415,scores\sd_v2_1,0.2812,0.2664,0.2316,0.1786,0.2568,0.2318,0.1763869132290185,0.3295795795795796,0.08677098150782372,0.12987987987987995
416,scores\sd_v2_1,0.2908,0.2761,0.2335,0.1703,0.2656,0.2302,0.19704264099037136,0.3831944947482796,0.08665749656121045,0.16624411445128584
417,scores\sd_v2_1,0.2617,0.2235,0.2262,0.1875,0.255,0.215,0.13565150936186465,0.16107382550335572,0.025601834161253282,0.038031319910514574
418,scores\sd_v2_1,0.3098,0.3298,0.2532,0.2422,0.284,0.3088,0.18269851517107824,0.26561552456033954,0.08327953518398981,0.06367495451788951
419,scores\sd_v2_1,0.2935,0.3079,0.2498,0.2389,0.271,0.278,0.14889267461669503,0.2240987333549854,0.07666098807495729,0.0971094511204936
420,scores\sd_v2_1,0.301,0.3223,0.2482,0.2235,0.2795,0.2996,0.17541528239202653,0.3065466956251939,0.07142857142857131,0.07043127520943221
421,scores\sd_v2_1,0.2957,0.3152,0.2489,0.2384,0.2742,0.2888,0.15826851538721678,0.24365482233502533,0.0727088265133582,0.0837563451776649
422,scores\sd_v2_1,0.2864,0.2805,0.2375,0.1877,0.2651,0.255,0.17074022346368714,0.3308377896613191,0.07437150837988822,0.09090909090909098
423,scores\sd_v2_1,0.2827,0.2751,0.2211,0.1764,0.2485,0.2131,0.21789883268482496,0.3587786259541985,0.12097629996462683,0.2253725917848055
424,scores\sd_v2_1,0.288,0.293,0.2622,0.2559,0.2732,0.2798,0.0895833333333333,0.1266211604095562,0.051388888888888824,0.04505119453924911
425,scores\sd_v2_1,0.2766,0.2424,0.2454,0.2046,0.26,0.2313,0.11279826464208244,0.15594059405940594,0.06001446131597976,0.045792079207920784
426,scores\sd_v2_1,0.2944,0.2979,0.2627,0.2576,0.277,0.285,0.10767663043478264,0.13528029540114134,0.05910326086956512,0.043303121852970874
427,scores\sd_v2_1,0.2856,0.2769,0.2467,0.2246,0.273,0.2576,0.13620448179271713,0.1888768508486818,0.044117647058823525,0.0697002527988443
428,scores\sd_v2_1,0.287,0.274,0.258,0.2289,0.2727,0.2632,0.10104529616724729,0.1645985401459855,0.049825783972125365,0.039416058394160694
429,scores\sd_v2_1,0.2751,0.2634,0.2429,0.2002,0.2605,0.235,0.11704834605597966,0.23993925588458628,0.053071610323518724,0.10782080485952936
430,scores\sd_v2_1,0.258,0.2233,0.2299,0.1719,0.2465,0.199,0.1089147286821706,0.23018360949395433,0.04457364341085275,0.10882221227048808
431,scores\sd_v2_1,0.2754,0.2451,0.2389,0.1854,0.2566,0.2206,0.13253449527959324,0.24357405140758873,0.06826434277414664,0.09995920032639748
432,scores\sd_v2_1,0.2666,0.2432,0.2299,0.1853,0.2443,0.2097,0.13765941485371347,0.23807565789473686,0.08364591147786953,0.1377467105263158
433,scores\sd_v2_1,0.2783,0.2998,0.2559,0.2659,0.2698,0.2886,0.08048868127919502,0.11307538358905932,0.0305425799496946,0.03735823882588388
434,scores\sd_v2_1,0.2832,0.3013,0.2542,0.2507,0.2666,0.2773,0.10240112994350291,0.16793893129771004,0.058615819209039556,0.07965482907401268
435,scores\sd_v2_1,0.2732,0.2656,0.2434,0.208,0.2583,0.2411,0.1090775988286969,0.2168674698795181,0.054538799414348554,0.09224397590361444
436,scores\sd_v2_1,0.2654,0.259,0.2384,0.2084,0.2522,0.2365,0.10173323285606639,0.19536679536679538,0.04973624717407703,0.08687258687258695
437,scores\sd_v2_1,0.2744,0.2769,0.2384,0.2083,0.2524,0.2502,0.13119533527696786,0.2477428674611772,0.0801749271137025,0.09642470205850488
438,scores\sd_v2_1,0.2783,0.2686,0.2451,0.2131,0.2603,0.2546,0.11929572403880698,0.20662695457930005,0.06467840459935327,0.05212211466865232
439,scores\sd_v2_1,0.2837,0.3032,0.259,0.272,0.27,0.2954,0.08706379978850899,0.1029023746701847,0.04829044765597459,0.02572559366754627
440,scores\sd_v2_1,0.2952,0.2964,0.2566,0.2357,0.2761,0.2756,0.13075880758807595,0.20479082321187586,0.06470189701897021,0.07017543859649118
441,scores\sd_v2_1,0.2942,0.296,0.254,0.2292,0.279,0.2812,0.13664174031271248,0.22567567567567567,0.051665533650577807,0.04999999999999993
442,scores\sd_v2_1,0.3052,0.3198,0.2625,0.238,0.2869,0.2917,0.139908256880734,0.2557848655409631,0.05996068152031467,0.0878674171357097
443,scores\sd_v2_1,0.3152,0.3242,0.266,0.2612,0.2905,0.2969,0.15609137055837555,0.19432449105490437,0.07836294416243655,0.08420727945712521
444,scores\sd_v2_1,0.2969,0.3083,0.2505,0.2322,0.2754,0.2803,0.15628157628831255,0.2468374959455077,0.07241495453014489,0.09082062925721707
445,scores\sd_v2_1,0.2937,0.2896,0.2627,0.242,0.28,0.271,0.10554988083077979,0.164364640883978,0.046646237657473576,0.06422651933701659
446,scores\sd_v2_1,0.2856,0.283,0.2515,0.2152,0.2683,0.2505,0.11939775910364152,0.23957597173144868,0.060574229691876876,0.1148409893992932
447,scores\sd_v2_1,0.2903,0.2908,0.253,0.248,0.274,0.284,0.12848777127109887,0.1471801925722146,0.05614881157423349,0.0233837689133426
448,scores\sd_v2_1,0.2888,0.2898,0.2554,0.2189,0.2756,0.2764,0.11565096952908582,0.24465148378191853,0.0457063711911357,0.04623878536922023
449,scores\sd_v2_1,0.2974,0.306,0.2644,0.229,0.2812,0.2898,0.1109616677874915,0.2516339869281045,0.05447209145931403,0.052941176470588214
450,scores\sd_v2_1,0.2874,0.292,0.2612,0.2428,0.2708,0.266,0.09116214335421016,0.1684931506849315,0.057759220598469045,0.08904109589041086
451,scores\sd_v2_1,0.2788,0.2751,0.2437,0.1907,0.2695,0.254,0.125896700143472,0.30679752817157396,0.03335724533715916,0.07669938204289352
452,scores\sd_v2_1,0.275,0.244,0.2374,0.1705,0.2598,0.2219,0.1367272727272728,0.30122950819672123,0.05527272727272744,0.09057377049180332
453,scores\sd_v2_1,0.2874,0.2825,0.2556,0.2,0.2688,0.2449,0.11064718162839247,0.2920353982300884,0.06471816283924846,0.13309734513274327
454,scores\sd_v2_1,0.2756,0.2494,0.2423,0.1831,0.2585,0.2129,0.12082728592162563,0.26583801122694467,0.06204644412191583,0.1463512429831596
455,scores\sd_v2_1,0.2917,0.3018,0.2708,0.2502,0.279,0.282,0.07164895440521094,0.1709741550695826,0.04353788138498453,0.06560636182902597
456,scores\sd_v2_1,0.2544,0.2115,0.2205,0.1512,0.2462,0.1964,0.13325471698113212,0.28510638297872337,0.03223270440251577,0.07139479905437354
457,scores\sd_v2_1,0.2625,0.2228,0.2366,0.1843,0.2477,0.2007,0.09866666666666668,0.1728007181328546,0.05638095238095241,0.09919210053859968
458,scores\sd_v2_1,0.266,0.2478,0.2399,0.1958,0.2568,0.2452,0.09812030075187973,0.2098466505246166,0.034586466165413686,0.010492332526230797
459,scores\sd_v2_1,0.266,0.2366,0.2383,0.196,0.2522,0.2236,0.10413533834586466,0.17159763313609466,0.05187969924812043,0.05494505494505499
460,scores\sd_v2_1,0.2517,0.1909,0.2241,0.1417,0.2386,0.1678,0.10965435041716325,0.2577265584075432,0.05204608661104479,0.1210057621791513
461,scores\sd_v2_1,0.251,0.2064,0.2032,0.1071,0.2339,0.1698,0.19043824701195222,0.4811046511627907,0.06812749003984066,0.17732558139534882
462,scores\sd_v2_1,0.262,0.226,0.2325,0.1831,0.2457,0.2119,0.11259541984732824,0.1898230088495575,0.062213740458015296,0.062389380530973454
463,scores\sd_v2_1,0.272,0.2615,0.2456,0.2189,0.261,0.2456,0.09705882352941178,0.16290630975143403,0.040441176470588265,0.06080305927342255
464,scores\sd_v2_1,0.293,0.2764,0.2751,0.2607,0.287,0.2876,0.06109215017064837,0.056801736613603444,0.020477815699658723,-0.04052098408104213
465,scores\sd_v2_1,0.295,0.2754,0.2615,0.222,0.2808,0.2622,0.11355932203389822,0.19389978213507617,0.04813559322033895,0.047930283224400835
466,scores\sd_v2_1,0.2888,0.2695,0.268,0.2295,0.283,0.2712,0.0720221606648199,0.14842300556586271,0.02008310249307489,-0.0063079777365490875
467,scores\sd_v2_1,0.2747,0.2201,0.255,0.1835,0.2693,0.2146,0.07171459774299234,0.1662880508859609,0.019657808518383748,0.024988641526578724
468,scores\sd_v2_1,0.2979,0.2908,0.2756,0.2593,0.295,0.2888,0.07485733467606574,0.10832187070151317,0.009734810339039992,0.0068775790921595656
469,scores\sd_v2_1,0.2878,0.268,0.2678,0.2428,0.2834,0.2737,0.06949270326615711,0.09402985074626875,0.015288394718554603,-0.021268656716417846
470,scores\sd_v2_1,0.2886,0.2734,0.261,0.2211,0.2754,0.2505,0.09563409563409567,0.19129480614484268,0.04573804573804589,0.08376005852231155
471,scores\sd_v2_1,0.2812,0.2262,0.2418,0.1786,0.265,0.2089,0.1401137980085349,0.21043324491600354,0.057610241820768106,0.07648099027409376
472,scores\sd_v2_1,0.2896,0.2915,0.2656,0.264,0.275,0.2944,0.08287292817679565,0.09433962264150933,0.05041436464088398,-0.00994854202401377
473,scores\sd_v2_1,0.269,0.2316,0.2402,0.1754,0.2598,0.2249,0.10706319702602238,0.24265975820379965,0.034200743494423945,0.028929188255613175
474,scores\sd_v2_1,0.2952,0.3154,0.2734,0.297,0.283,0.3203,0.07384823848238496,0.05833861762840845,0.04132791327913294,-0.015535827520608623
475,scores\sd_v2_1,0.2827,0.258,0.2515,0.2123,0.2646,0.2389,0.11036434382737886,0.1771317829457365,0.06402546869472941,0.07403100775193801
476,scores\sd_v2_1,0.2727,0.2385,0.2407,0.1885,0.256,0.2228,0.11734506784011735,0.20964360587002093,0.061239457279061216,0.06582809224318655
477,scores\sd_v2_1,0.2742,0.2505,0.2512,0.2202,0.2625,0.2435,0.08388037928519336,0.1209580838323353,0.042669584245076546,0.02794411177644713
478,scores\sd_v2_1,0.2915,0.3167,0.261,0.2698,0.2744,0.3066,0.10463121783876492,0.14808967477107673,0.058662092624356794,0.03189137985475213
479,scores\sd_v2_1,0.282,0.2573,0.257,0.2239,0.2668,0.251,0.08865248226950344,0.12980956082394088,0.05390070921985813,0.02448503692188097
