,model,original_score_v2_0,original_score_v2_1,attacked_score_v2_0_PGD,attacked_score_v2_1_PGD,attacked_score_v2_0_FGSM,attacked_score_v2_1_FGSM,decrease_rate_v2_0_PGD,decrease_rate_v2_1_PGD,decrease_rate_v2_0_FGSM,decrease_rate_v2_1_FGSM
169,scores\realistic_vision,0.286,0.312,0.258,0.2542,0.2705,0.2937,0.0979020979020978,0.18525641025641032,0.054195804195804054,0.0586538461538461
170,scores\realistic_vision,0.2966,0.3303,0.2585,0.2668,0.2751,0.3125,0.1284558327714092,0.1922494701786255,0.07248819959541458,0.05389040266424457
171,scores\realistic_vision,0.2957,0.318,0.2598,0.2676,0.2793,0.3013,0.12140683124788651,0.15849056603773584,0.055461616503212796,0.052515723270440226
172,scores\realistic_vision,0.2803,0.305,0.251,0.2625,0.2676,0.2915,0.10453085979307881,0.1393442622950819,0.045308597930788404,0.04426229508196725
173,scores\realistic_vision,0.296,0.334,0.2522,0.2607,0.2754,0.314,0.147972972972973,0.21946107784431146,0.06959459459459462,0.05988023952095813
174,scores\realistic_vision,0.2866,0.318,0.2585,0.2676,0.274,0.31,0.09804605722260995,0.15849056603773584,0.043963712491277035,0.025157232704402538
175,scores\realistic_vision,0.2935,0.328,0.2576,0.2656,0.2766,0.3083,0.12231686541737645,0.19024390243902442,0.0575809199318568,0.06006097560975608
176,scores\realistic_vision,0.2769,0.2566,0.2455,0.1997,0.263,0.2379,0.11339833875045137,0.22174590802805927,0.05019862766341628,0.07287607170693684
177,scores\realistic_vision,0.268,0.2429,0.2423,0.2029,0.261,0.2295,0.0958955223880598,0.1646768217373405,0.02611940298507465,0.055166735282009036
178,scores\realistic_vision,0.2808,0.2732,0.2502,0.2301,0.272,0.2654,0.10897435897435903,0.15775988286969253,0.03133903133903125,0.028550512445095072
179,scores\realistic_vision,0.2673,0.2458,0.2411,0.2076,0.256,0.2273,0.09801720912832014,0.15541090317331158,0.042274597830153304,0.07526444263628962
180,scores\realistic_vision,0.2727,0.2522,0.2485,0.2103,0.2627,0.2374,0.08874220755408874,0.16613798572561458,0.0366703337000367,0.058683584456780256
181,scores\realistic_vision,0.268,0.25,0.2422,0.2092,0.263,0.2384,0.09626865671641797,0.1632,0.018656716417910463,0.0464
182,scores\realistic_vision,0.2715,0.2476,0.1948,0.167,0.2428,0.2246,0.2825046040515654,0.32552504038772206,0.10570902394106825,0.09289176090468496
183,scores\realistic_vision,0.2747,0.253,0.245,0.2181,0.2615,0.2345,0.10811794685111031,0.13794466403162062,0.04805242082271565,0.07312252964426884
184,scores\realistic_vision,0.3196,0.3555,0.2761,0.2964,0.298,0.342,0.13610763454317892,0.1662447257383966,0.06758448060075097,0.037974683544303674
185,scores\realistic_vision,0.3057,0.346,0.279,0.3262,0.2908,0.3489,0.0873405299313052,0.05722543352601152,0.0487405953549232,-0.008381502890173451
186,scores\realistic_vision,0.3083,0.3228,0.268,0.2676,0.2903,0.3171,0.13071683425235162,0.17100371747211887,0.0583846902367824,0.01765799256505571
187,scores\realistic_vision,0.304,0.3428,0.2764,0.3125,0.291,0.335,0.09078947368421057,0.08838973162193697,0.04276315789473688,0.022753792298716376
188,scores\realistic_vision,0.3003,0.3364,0.2617,0.2732,0.281,0.3252,0.1285381285381286,0.18787158145065394,0.06426906426906422,0.033293697978596874
189,scores\realistic_vision,0.299,0.3384,0.269,0.2986,0.2856,0.3296,0.10033444816053502,0.11761229314420805,0.044816053511705575,0.026004728132387633
190,scores\realistic_vision,0.304,0.3362,0.2627,0.2734,0.2888,0.3237,0.13585526315789476,0.18679357525282578,0.049999999999999975,0.03718024985127903
191,scores\realistic_vision,0.3062,0.3364,0.2761,0.3079,0.2927,0.3418,0.09830176355323322,0.08472057074910812,0.04408883082952322,-0.01605231866825213
192,scores\realistic_vision,0.284,0.332,0.2496,0.276,0.2666,0.3208,0.12112676056338025,0.16867469879518068,0.06126760563380272,0.03373493975903627
193,scores\realistic_vision,0.2896,0.335,0.2566,0.3018,0.277,0.3264,0.11395027624309402,0.09910447761194031,0.04350828729281768,0.025671641791044763
194,scores\realistic_vision,0.288,0.3425,0.2678,0.3347,0.273,0.3396,0.07013888888888888,0.02277372262773731,0.05208333333333319,0.008467153284671573
195,scores\realistic_vision,0.2957,0.3262,0.2544,0.281,0.2747,0.3032,0.13966858302333446,0.1385652973635805,0.07101792357118707,0.07050889025137942
196,scores\realistic_vision,0.2856,0.3179,0.255,0.2793,0.269,0.3137,0.10714285714285719,0.12142183076439138,0.0581232492997199,0.013211701793016787
197,scores\realistic_vision,0.2969,0.3398,0.2598,0.3108,0.2866,0.3367,0.12495789828224999,0.085344320188346,0.034691815426069306,0.009123013537374903
198,scores\realistic_vision,0.2917,0.346,0.2588,0.3132,0.278,0.336,0.11278711004456647,0.09479768786127167,0.0469660610215975,0.02890173410404611
199,scores\realistic_vision,0.2842,0.3152,0.2482,0.2578,0.2678,0.3115,0.1266713581984518,0.1821065989847716,0.057705840957072575,0.011738578680202987
200,scores\realistic_vision,0.3008,0.324,0.2617,0.276,0.2905,0.3235,0.12998670212765964,0.1481481481481481,0.03424202127659585,0.001543209876543211
201,scores\realistic_vision,0.2961,0.3064,0.258,0.2476,0.2805,0.2927,0.12867274569402218,0.19190600522193219,0.052684903748733365,0.04471279373368143
202,scores\realistic_vision,0.287,0.292,0.2551,0.244,0.2754,0.2778,0.11114982578397208,0.16438356164383558,0.04041811846689895,0.04863013698630134
203,scores\realistic_vision,0.2954,0.3027,0.2593,0.2471,0.28,0.28,0.12220717670954645,0.18368021143045932,0.05213270142180085,0.07499174099768746
204,scores\realistic_vision,0.2986,0.324,0.2598,0.266,0.2876,0.305,0.12993971868720697,0.17901234567901234,0.03683858004018739,0.05864197530864203
205,scores\realistic_vision,0.286,0.2805,0.2546,0.2316,0.2773,0.2717,0.10979020979020974,0.1743315508021391,0.030419580419580372,0.03137254901960795
206,scores\realistic_vision,0.2852,0.2642,0.2465,0.2118,0.273,0.2556,0.1356942496493689,0.19833459500378503,0.04277699859747541,0.03255109765329295
207,scores\realistic_vision,0.2922,0.2766,0.2542,0.2358,0.2805,0.2764,0.13004791238877492,0.14750542299349242,0.04004106776180694,0.0007230657989878289
208,scores\realistic_vision,0.311,0.382,0.273,0.301,0.2883,0.3567,0.1221864951768488,0.21204188481675396,0.07299035369774919,0.06623036649214657
209,scores\realistic_vision,0.3025,0.3474,0.2695,0.2725,0.2854,0.3198,0.109090909090909,0.21560161197466887,0.056528925619834726,0.07944732297063907
210,scores\realistic_vision,0.3271,0.388,0.286,0.334,0.3003,0.3794,0.125649648425558,0.13917525773195874,0.0819321308468358,0.022164948453608238
211,scores\realistic_vision,0.3188,0.3684,0.2847,0.3374,0.2976,0.3696,0.10696361355081545,0.08414766558089042,0.06649937264742785,-0.0032573289902279555
212,scores\realistic_vision,0.304,0.3489,0.2632,0.2456,0.2812,0.3113,0.13421052631578947,0.2960733734594439,0.07499999999999996,0.10776726855832608
213,scores\realistic_vision,0.3083,0.351,0.2715,0.305,0.2874,0.3398,0.11936425559519948,0.13105413105413102,0.06779111255270849,0.031908831908831876
214,scores\realistic_vision,0.3113,0.346,0.2612,0.2421,0.2876,0.3381,0.16093800192740132,0.3002890173410404,0.07613234821715387,0.022832369942196427
215,scores\realistic_vision,0.3032,0.34,0.2625,0.2439,0.2832,0.3115,0.13423482849604226,0.2826470588235295,0.06596306068601589,0.08382352941176477
216,scores\realistic_vision,0.2598,0.2439,0.2316,0.1862,0.2474,0.2261,0.10854503464203225,0.23657236572365722,0.04772902232486516,0.07298072980729811
217,scores\realistic_vision,0.256,0.2388,0.231,0.1841,0.2435,0.2081,0.09765624999999997,0.2290619765494137,0.04882812500000004,0.12855946398659968
218,scores\realistic_vision,0.2437,0.2097,0.2219,0.1587,0.2377,0.1908,0.08945424702503084,0.24320457796852643,0.024620434961017665,0.09012875536480687
219,scores\realistic_vision,0.2527,0.2417,0.2297,0.1825,0.2448,0.2207,0.09101701622477243,0.24493173355399256,0.03126236644242181,0.08688456764584192
220,scores\realistic_vision,0.2554,0.2449,0.227,0.188,0.2437,0.2164,0.1111981205951449,0.23233973050224582,0.04581049334377453,0.11637403021641485
221,scores\realistic_vision,0.2467,0.211,0.2169,0.1597,0.2406,0.194,0.12079448723145518,0.24312796208530799,0.02472638832590188,0.08056872037914686
222,scores\realistic_vision,0.2505,0.2263,0.2223,0.1602,0.2435,0.1971,0.1125748502994012,0.29209014582412723,0.02794411177644713,0.12903225806451615
223,scores\realistic_vision,0.2568,0.2502,0.2332,0.1876,0.2467,0.2256,0.09190031152647969,0.25019984012789764,0.03933021806853571,0.09832134292565942
224,scores\realistic_vision,0.3008,0.3152,0.2793,0.3018,0.2944,0.3298,0.0714760638297873,0.04251269035532985,0.021276595744680906,-0.04631979695431473
225,scores\realistic_vision,0.2932,0.3098,0.281,0.286,0.2927,0.3064,0.04160982264665753,0.0768237572627503,0.0017053206002728527,0.01097482246610721
226,scores\realistic_vision,0.308,0.3455,0.2812,0.3225,0.293,0.3447,0.08701298701298699,0.06657018813314028,0.048701298701298745,0.0023154848046308754
227,scores\realistic_vision,0.2969,0.3296,0.2905,0.3145,0.2993,0.3335,0.021556079488043167,0.04581310679611651,-0.008083529808016212,-0.011832524271844704
228,scores\realistic_vision,0.3,0.31,0.2837,0.2944,0.293,0.3186,0.054333333333333275,0.0503225806451613,0.023333333333333355,-0.027741935483870956
229,scores\realistic_vision,0.3057,0.3467,0.2822,0.319,0.3013,0.3528,0.07687275106313385,0.07989616383040093,0.014393195943735736,-0.0175944620709547
230,scores\realistic_vision,0.311,0.343,0.2776,0.315,0.3047,0.345,0.1073954983922829,0.08163265306122455,0.020257234726688014,-0.0058309037900873065
231,scores\realistic_vision,0.303,0.3276,0.2827,0.3176,0.2974,0.3384,0.06699669966996695,0.030525030525030552,0.01848184818481846,-0.03296703296703289
232,scores\realistic_vision,0.3154,0.3672,0.2756,0.3184,0.293,0.3594,0.12618896639188332,0.1328976034858388,0.07102092580849724,0.021241830065359554
233,scores\realistic_vision,0.304,0.3428,0.273,0.306,0.2834,0.3323,0.10197368421052623,0.1073512252042007,0.06776315789473687,0.030630105017502945
234,scores\realistic_vision,0.308,0.3547,0.281,0.3281,0.293,0.34,0.08766233766233757,0.07499295179024532,0.048701298701298745,0.0414434733577671
235,scores\realistic_vision,0.3184,0.3613,0.28,0.3257,0.309,0.3618,0.12060301507537685,0.09853307500691952,0.02952261306532669,-0.0013838915029061732
236,scores\realistic_vision,0.308,0.3389,0.2727,0.305,0.2834,0.3237,0.1146103896103896,0.10002950722927113,0.07987012987012991,0.04485098849218056
237,scores\realistic_vision,0.312,0.3718,0.2817,0.338,0.296,0.3586,0.09711538461538459,0.0909090909090909,0.05128205128205133,0.035502958579881776
238,scores\realistic_vision,0.2966,0.3289,0.2598,0.2656,0.2769,0.309,0.12407282535401215,0.1924597141988447,0.06641942009440323,0.060504712678625804
239,scores\realistic_vision,0.3176,0.3662,0.2778,0.3223,0.2986,0.3608,0.1253148614609572,0.11987984707809952,0.059823677581864035,0.014746040415073772
240,scores\openjourney,0.3057,0.2957,0.274,0.258,0.2852,0.2761,0.10369643441282304,0.12749408183970243,0.06705920837422315,0.0662833953331079
241,scores\openjourney,0.3018,0.285,0.2625,0.2119,0.2815,0.2479,0.13021868787276342,0.2564912280701754,0.06726308813783977,0.1301754385964911
242,scores\openjourney,0.28,0.2329,0.2316,0.1609,0.2644,0.2094,0.17285714285714293,0.30914555603263205,0.055714285714285716,0.10090167453842848
243,scores\openjourney,0.288,0.2632,0.2568,0.2094,0.2742,0.2324,0.10833333333333336,0.2044072948328267,0.0479166666666666,0.11702127659574467
244,scores\openjourney,0.2922,0.2673,0.2588,0.1987,0.2769,0.237,0.11430527036276536,0.2566404788627011,0.052361396303901554,0.11335578002244667
245,scores\openjourney,0.2744,0.2256,0.2368,0.1643,0.2568,0.1945,0.13702623906705527,0.27171985815602834,0.06413994169096213,0.13785460992907797
246,scores\openjourney,0.271,0.2274,0.2408,0.1882,0.2603,0.2083,0.11143911439114403,0.17238346525945464,0.03948339483394849,0.0839929639401934
247,scores\openjourney,0.274,0.2089,0.2498,0.1818,0.261,0.1877,0.08832116788321177,0.1297271421732887,0.047445255474452594,0.10148396361895642
248,scores\openjourney,0.2766,0.2559,0.2432,0.2091,0.2559,0.2258,0.12075198843094725,0.18288393903868702,0.07483731019522775,0.1176240719030872
249,scores\openjourney,0.2722,0.2588,0.2334,0.2043,0.2524,0.223,0.14254224834680382,0.2105873261205563,0.07274063188831735,0.1383307573415764
250,scores\openjourney,0.2966,0.3015,0.2566,0.2303,0.276,0.283,0.13486176668914357,0.23615257048092864,0.06945380984490881,0.06135986733001664
251,scores\openjourney,0.288,0.2896,0.2595,0.2455,0.2732,0.2664,0.09895833333333323,0.15227900552486195,0.051388888888888824,0.08011049723756905
252,scores\openjourney,0.2783,0.2695,0.2456,0.2125,0.2634,0.2433,0.11749910168882494,0.21150278293135444,0.053539346029464495,0.09721706864564017
253,scores\openjourney,0.2722,0.265,0.2418,0.221,0.258,0.2384,0.11168258633357829,0.16603773584905665,0.052167523879500334,0.10037735849056607
254,scores\openjourney,0.2698,0.2712,0.2318,0.2161,0.26,0.252,0.14084507042253513,0.20317109144542778,0.03632320237212741,0.07079646017699114
255,scores\openjourney,0.2756,0.2617,0.2439,0.2021,0.2576,0.2295,0.11502177068214806,0.22774168895682073,0.06531204644412197,0.12304165074512793
256,scores\openjourney,0.281,0.282,0.244,0.2292,0.266,0.2573,0.1316725978647688,0.18723404255319145,0.05338078291814951,0.0875886524822695
257,scores\openjourney,0.298,0.3127,0.2742,0.2544,0.283,0.2915,0.0798657718120805,0.1864406779661016,0.0503355704697987,0.06779661016949153
258,scores\openjourney,0.291,0.303,0.2534,0.243,0.2751,0.2803,0.12920962199312705,0.19801980198019803,0.054639175257731855,0.07491749174917492
259,scores\openjourney,0.281,0.2964,0.251,0.2275,0.268,0.264,0.10676156583629902,0.23245614035087717,0.046263345195729576,0.10931174089068821
260,scores\openjourney,0.2927,0.3093,0.2542,0.252,0.277,0.2896,0.13153399385035883,0.1852570320077595,0.053638537751964435,0.0636922082120918
261,scores\openjourney,0.2935,0.2932,0.2603,0.2389,0.2751,0.2646,0.11311754684838163,0.18519781718963169,0.0626916524701873,0.09754433833560713
262,scores\openjourney,0.299,0.313,0.2637,0.2695,0.286,0.298,0.11806020066889632,0.13897763578274755,0.04347826086956526,0.04792332268370611
263,scores\openjourney,0.2854,0.2793,0.257,0.2291,0.2734,0.26,0.09950946040644702,0.17973505191550304,0.0420462508759636,0.06910132474042242
264,scores\openjourney,0.302,0.3315,0.2764,0.2952,0.289,0.327,0.08476821192052984,0.1095022624434389,0.04304635761589408,0.013574660633484174
265,scores\openjourney,0.271,0.2805,0.2502,0.2502,0.259,0.2603,0.07675276752767542,0.10802139037433171,0.04428044280442808,0.07201426024955454
266,scores\openjourney,0.3,0.3137,0.2708,0.2788,0.2837,0.3064,0.09733333333333336,0.11125278928912971,0.054333333333333275,0.023270640739560006
267,scores\openjourney,0.3054,0.321,0.2776,0.2905,0.2913,0.313,0.09102815979043874,0.09501557632398762,0.04616895874263262,0.024922118380062325
268,scores\openjourney,0.3035,0.3362,0.2693,0.2869,0.289,0.3262,0.11268533772652392,0.1466389054134444,0.04777594728171339,0.029744199881023226
269,scores\openjourney,0.3086,0.3403,0.2666,0.2954,0.2876,0.3289,0.13609850939727797,0.131942403761387,0.0680492546986389,0.03349985307081976
270,scores\openjourney,0.2883,0.2998,0.266,0.2615,0.2788,0.2834,0.07734998265695452,0.1277518345563709,0.032951786333680226,0.05470313542361583
271,scores\openjourney,0.289,0.2937,0.2595,0.243,0.2732,0.2715,0.10207612456747396,0.17262512768130753,0.054671280276816545,0.07558733401430029
272,scores\openjourney,0.2844,0.3286,0.2546,0.2798,0.2686,0.3088,0.10478199718706047,0.14850882531953746,0.05555555555555549,0.06025562994522211
273,scores\openjourney,0.2922,0.335,0.253,0.259,0.2712,0.3083,0.134154688569473,0.22686567164179106,0.07186858316221773,0.07970149253731343
274,scores\openjourney,0.285,0.3406,0.2559,0.2764,0.2732,0.3235,0.1021052631578946,0.18849089841456262,0.04140350877192975,0.050205519671168534
275,scores\openjourney,0.284,0.3152,0.2488,0.251,0.2659,0.2854,0.12394366197183093,0.20368020304568524,0.06373239436619701,0.0945431472081218
276,scores\openjourney,0.2744,0.2983,0.2454,0.2405,0.263,0.2842,0.10568513119533518,0.19376466644317805,0.04154518950437305,0.04726785115655381
277,scores\openjourney,0.288,0.3452,0.2646,0.3042,0.278,0.3296,0.08124999999999992,0.11877172653534178,0.034722222222222064,0.045191193511008115
278,scores\openjourney,0.275,0.2979,0.2449,0.2394,0.2546,0.259,0.1094545454545455,0.19637462235649547,0.07418181818181828,0.13058073178919097
279,scores\openjourney,0.2812,0.3198,0.2517,0.2666,0.2676,0.3115,0.10490753911806552,0.16635397123201992,0.04836415362731152,0.025953721075672218
280,scores\openjourney,0.2925,0.3152,0.254,0.2491,0.2769,0.2844,0.13162393162393157,0.20970812182741116,0.053333333333333344,0.09771573604060912
281,scores\openjourney,0.299,0.3167,0.249,0.216,0.274,0.266,0.1672240802675585,0.3179665298389643,0.08361204013377915,0.1600884117461319
282,scores\openjourney,0.2922,0.2776,0.238,0.1816,0.2742,0.2443,0.18548939082819993,0.345821325648415,0.06160164271047233,0.11995677233429403
283,scores\openjourney,0.3013,0.3057,0.2764,0.2607,0.2847,0.2793,0.08264188516428819,0.14720314033366058,0.0550945901095254,0.08635917566241423
284,scores\openjourney,0.291,0.3179,0.2527,0.2468,0.277,0.289,0.1316151202749141,0.223655237496068,0.04810996563573869,0.09090909090909102
285,scores\openjourney,0.2668,0.2231,0.234,0.1749,0.2517,0.2008,0.12293853073463257,0.21604661586732404,0.05659670164917543,0.09995517705064988
286,scores\openjourney,0.2864,0.252,0.2405,0.195,0.2676,0.2325,0.16026536312849163,0.22619047619047616,0.0656424581005586,0.07738095238095234
287,scores\openjourney,0.285,0.2637,0.257,0.2186,0.2744,0.248,0.09824561403508762,0.17102768297307547,0.03719298245614035,0.059537353052711385
288,scores\openjourney,0.3052,0.337,0.2642,0.2568,0.283,0.2998,0.134338138925295,0.23798219584569746,0.07273918741808667,0.1103857566765579
289,scores\openjourney,0.3062,0.3176,0.2668,0.2488,0.286,0.2927,0.12867406923579375,0.21662468513853905,0.06596995427824967,0.07840050377833746
290,scores\openjourney,0.3015,0.318,0.2603,0.2283,0.278,0.2808,0.13665008291873967,0.2820754716981132,0.07794361525704797,0.11698113207547173
291,scores\openjourney,0.2986,0.3367,0.27,0.2646,0.282,0.3022,0.09578030810448748,0.21413721413721412,0.055592766242464856,0.10246510246510239
292,scores\openjourney,0.3013,0.3218,0.2622,0.2307,0.2825,0.2898,0.1297709923664123,0.28309509011808576,0.06239628277464334,0.09944064636420129
293,scores\openjourney,0.2966,0.3218,0.275,0.2788,0.2852,0.3042,0.07282535401213741,0.13362336855189555,0.03843560350640582,0.0546923555003106
294,scores\openjourney,0.3035,0.3298,0.2766,0.267,0.2876,0.304,0.08863261943986814,0.19041843541540318,0.05238879736408557,0.07822922983626437
295,scores\openjourney,0.2903,0.3193,0.2673,0.2515,0.2754,0.2896,0.07922838442990017,0.21233949264015026,0.05132621426110928,0.09301597243971171
296,scores\openjourney,0.2554,0.2161,0.2346,0.1888,0.2434,0.2081,0.0814408770555991,0.12633040259139283,0.046985121378230264,0.03701989819527987
297,scores\openjourney,0.2644,0.2522,0.236,0.2104,0.2532,0.2349,0.10741301059001526,0.16574147501982545,0.04236006051437232,0.06859635210150668
298,scores\openjourney,0.2607,0.2186,0.2356,0.181,0.2451,0.2001,0.0962792481779823,0.17200365965233302,0.05983889528193316,0.08462946020128083
299,scores\openjourney,0.2515,0.2192,0.2272,0.1785,0.2412,0.2008,0.09662027833001983,0.18567518248175188,0.04095427435387675,0.08394160583941605
300,scores\openjourney,0.2542,0.2396,0.234,0.2023,0.247,0.2261,0.07946498819826896,0.1556761268781302,0.02832415420928397,0.056343906510851464
301,scores\openjourney,0.2563,0.2341,0.2328,0.1902,0.2433,0.2062,0.09168942645337483,0.18752669799231095,0.050721810378462684,0.11917983767620678
302,scores\openjourney,0.2573,0.2292,0.2327,0.1849,0.25,0.2203,0.09560823940924984,0.19328097731239083,0.02837155071900495,0.038830715532286175
303,scores\openjourney,0.2449,0.1973,0.2196,0.1465,0.2346,0.1719,0.10330747243772975,0.257475924987329,0.04205798285014293,0.1287379624936645
304,scores\openjourney,0.2961,0.2852,0.2769,0.2627,0.2952,0.275,0.06484295845997973,0.07889200561009825,0.003039513677811403,0.03576437587657779
305,scores\openjourney,0.2537,0.1874,0.2336,0.1642,0.2443,0.1827,0.07922743397713827,0.12379935965848451,0.037051635790303475,0.025080042689434416
306,scores\openjourney,0.2905,0.2761,0.2708,0.2532,0.2837,0.2817,0.06781411359724611,0.08294096341905118,0.023407917383820906,-0.02028250633828321
307,scores\openjourney,0.2703,0.2065,0.2483,0.1925,0.2637,0.2089,0.08139104698483164,0.06779661016949146,0.024417314095449484,-0.011622276029055755
308,scores\openjourney,0.2683,0.2305,0.2517,0.2072,0.2578,0.2164,0.06187103988073054,0.10108459869848162,0.039135296310100674,0.06117136659436009
309,scores\openjourney,0.2905,0.2708,0.2722,0.2512,0.283,0.2747,0.06299483648881234,0.07237813884785822,0.02581755593803789,-0.01440177252584939
310,scores\openjourney,0.3013,0.3083,0.2888,0.2976,0.294,0.309,0.041486890142714936,0.03470645475186521,0.024228343843345598,-0.002270515731430355
311,scores\openjourney,0.2698,0.2186,0.2598,0.2128,0.2656,0.2231,0.03706449221645667,0.026532479414455627,0.015567086730911719,-0.020585544373284557
312,scores\openjourney,0.285,0.3015,0.2637,0.2686,0.275,0.2786,0.07473684210526312,0.10912106135986728,0.03508771929824545,0.07595356550580423
313,scores\openjourney,0.2893,0.3,0.266,0.2712,0.2766,0.292,0.08053923263048735,0.09599999999999997,0.04389906671275489,0.026666666666666693
314,scores\openjourney,0.2864,0.2998,0.258,0.2576,0.2708,0.2761,0.0991620111731843,0.14076050700466983,0.05446927374301677,0.07905270180120079
315,scores\openjourney,0.297,0.3198,0.2637,0.2603,0.2747,0.2844,0.11212121212121211,0.18605378361475924,0.07508417508417504,0.11069418386491554
316,scores\openjourney,0.3103,0.3494,0.2886,0.3333,0.296,0.3372,0.06993232355784723,0.04607899255867202,0.046084434418304975,0.03491700057240981
317,scores\openjourney,0.2964,0.316,0.2708,0.2793,0.284,0.2988,0.08636977058029693,0.11613924050632915,0.041835357624831385,0.05443037974683542
318,scores\openjourney,0.2734,0.2311,0.2388,0.1741,0.2544,0.2137,0.12655449890270654,0.24664647338814363,0.06949524506217981,0.0752920813500649
319,scores\openjourney,0.3137,0.329,0.2744,0.2954,0.2888,0.312,0.12527892891297418,0.10212765957446814,0.07937519923493777,0.051671732522796394
320,scores\sd_v1_5,0.3125,0.3184,0.2732,0.2603,0.2874,0.2886,0.12576,0.1824748743718594,0.08032000000000003,0.09359296482412058
321,scores\sd_v1_5,0.2996,0.2883,0.266,0.2272,0.2852,0.2725,0.11214953271028026,0.21193201526187994,0.048064085447262914,0.05480402358654173
322,scores\sd_v1_5,0.2751,0.2225,0.2441,0.1842,0.2615,0.203,0.11268629589240275,0.17213483146067415,0.04943656852053799,0.0876404494382022
323,scores\sd_v1_5,0.2769,0.2299,0.2482,0.1742,0.263,0.2013,0.10364752618273737,0.24227925184862983,0.05019862766341628,0.12440191387559803
324,scores\sd_v1_5,0.2666,0.1925,0.214,0.1263,0.2444,0.1636,0.19729932483120782,0.3438961038961039,0.0832708177044261,0.15012987012987017
325,scores\sd_v1_5,0.2769,0.2279,0.2311,0.1422,0.2534,0.1813,0.1654026724449259,0.3760421237384818,0.08486818345973264,0.20447564721369024
326,scores\sd_v1_5,0.2695,0.2114,0.2471,0.1908,0.2573,0.1978,0.08311688311688323,0.09744560075685907,0.04526901669758829,0.06433301797540208
327,scores\sd_v1_5,0.305,0.267,0.2676,0.2064,0.287,0.2465,0.1226229508196721,0.2269662921348315,0.059016393442623,0.07677902621722853
328,scores\sd_v1_5,0.2695,0.2537,0.2435,0.2085,0.2566,0.2249,0.09647495361781085,0.17816318486401259,0.0478664192949908,0.11351990540007881
329,scores\sd_v1_5,0.2793,0.2683,0.258,0.2328,0.2705,0.2634,0.07626208378088073,0.13231457323891158,0.03150733977801638,0.018263138278046813
330,scores\sd_v1_5,0.2769,0.2578,0.2505,0.208,0.2615,0.2336,0.09534127843986992,0.19317300232738552,0.05561574575659072,0.0938712179984483
331,scores\sd_v1_5,0.2761,0.2603,0.2522,0.2291,0.2617,0.244,0.08656283955088748,0.11986169804072216,0.05215501629844268,0.06262005378409521
332,scores\sd_v1_5,0.286,0.2847,0.259,0.2396,0.2708,0.2598,0.0944055944055943,0.15841236389181595,0.05314685314685312,0.0874604847207588
333,scores\sd_v1_5,0.2659,0.2345,0.2363,0.1893,0.2522,0.2072,0.11132004512974807,0.19275053304904047,0.051523128995863275,0.11641791044776116
334,scores\sd_v1_5,0.2544,0.203,0.2264,0.1653,0.2439,0.1904,0.11006289308176109,0.18571428571428575,0.04127358490566041,0.06206896551724138
335,scores\sd_v1_5,0.2708,0.252,0.238,0.2037,0.2556,0.2325,0.12112259970457902,0.1916666666666667,0.056129985228951226,0.07738095238095234
336,scores\sd_v1_5,0.2622,0.22,0.2079,0.1593,0.236,0.1879,0.20709382151029745,0.27590909090909094,0.09992372234935165,0.14590909090909085
337,scores\sd_v1_5,0.2932,0.2827,0.2507,0.221,0.2695,0.2576,0.14495225102319248,0.2182525645560665,0.08083219645293314,0.08878669968164135
338,scores\sd_v1_5,0.2817,0.2808,0.2534,0.2252,0.269,0.2524,0.10046148384806529,0.19800569800569795,0.04508342208022715,0.10113960113960108
339,scores\sd_v1_5,0.2861,0.2952,0.2532,0.2498,0.2725,0.2805,0.1149947570779449,0.15379403794037946,0.04753582663404404,0.04979674796747964
340,scores\sd_v1_5,0.2854,0.2788,0.2198,0.1935,0.2654,0.2507,0.2298528381219341,0.3059540889526542,0.07007708479327247,0.10078909612625543
341,scores\sd_v1_5,0.294,0.2947,0.2379,0.2001,0.2703,0.266,0.1908163265306122,0.32100441126569396,0.08061224489795918,0.09738717339667459
342,scores\sd_v1_5,0.258,0.2174,0.2241,0.1633,0.2473,0.1952,0.13139534883720935,0.2488500459981601,0.04147286821705432,0.10211591536338545
343,scores\sd_v1_5,0.2822,0.2686,0.2303,0.2047,0.2588,0.2377,0.18391211906449326,0.23790022338049147,0.08291991495393349,0.11504095309009683
344,scores\sd_v1_5,0.2556,0.2134,0.2328,0.178,0.2449,0.1998,0.08920187793427226,0.16588566073102162,0.04186228482003125,0.06373008434864105
345,scores\sd_v1_5,0.2952,0.328,0.2505,0.2487,0.2788,0.3064,0.15142276422764234,0.24176829268292685,0.055555555555555636,0.06585365853658538
346,scores\sd_v1_5,0.3025,0.3088,0.2664,0.2598,0.2854,0.287,0.1193388429752065,0.15867875647668406,0.056528925619834726,0.07059585492227992
347,scores\sd_v1_5,0.3027,0.317,0.2593,0.2461,0.2756,0.2825,0.14337628014535858,0.22365930599369083,0.08952758506772386,0.10883280757097802
348,scores\sd_v1_5,0.2903,0.283,0.255,0.2295,0.2717,0.2607,0.12159834653806406,0.18904593639575962,0.06407165001722358,0.07879858657243813
349,scores\sd_v1_5,0.3003,0.3047,0.2646,0.2583,0.2751,0.2632,0.11888111888111891,0.15228093206432572,0.08391608391608392,0.1361995405316706
350,scores\sd_v1_5,0.2659,0.236,0.2423,0.2042,0.252,0.2192,0.08875517111696139,0.1347457627118644,0.052275291462956085,0.07118644067796603
