,model,mean_original_score_v2_0,mean_original_score_v2_1,mean_attacked_score_v2_0_PGD,mean_attacked_score_v2_1_PGD,mean_attacked_score_v2_0_FGSM,mean_attacked_score_v2_1_FGSM,mean_decrease_rate_v2_0_PGD,mean_decrease_rate_v2_1_PGD,mean_decrease_rate_v2_0_FGSM,mean_decrease_rate_v2_1_FGSM
0,scores\dreamlike_photoreal,0.29414625,0.30533375000000007,0.26030374999999994,0.2571475,0.2771175,0.2900175000000001,0.1148999155120433,0.16128093516396746,0.057401643389729154,0.052060464226925854
