,model,mean_original_score_v2_0,mean_original_score_v2_1,mean_attacked_score_v2_0_PGD,mean_attacked_score_v2_1_PGD,mean_attacked_score_v2_0_FGSM,mean_attacked_score_v2_1_FGSM,mean_decrease_rate_v2_0_PGD,mean_decrease_rate_v2_1_PGD,mean_decrease_rate_v2_0_FGSM,mean_decrease_rate_v2_1_FGSM
0,scores\openjourney,0.28530125,0.2846949999999999,0.25503250000000005,0.23511375000000007,0.27074624999999986,0.26408875,0.10589526633545235,0.17449910224206466,0.05077319348613799,0.07278928252564512
