,model,mean_original_score_v2_0,mean_original_score_v2_1,mean_attacked_score_v2_0_PGD,mean_attacked_score_v2_1_PGD,mean_attacked_score_v2_0_FGSM,mean_attacked_score_v2_1_FGSM,mean_decrease_rate_v2_0_PGD,mean_decrease_rate_v2_1_PGD,mean_decrease_rate_v2_0_FGSM,mean_decrease_rate_v2_1_FGSM
0,scores\sd_v1_5,0.2776187499999999,0.2588524999999999,0.24744124999999983,0.21048499999999995,0.26437499999999997,0.23916999999999994,0.10833260796316146,0.18768701356975742,0.047309316823392775,0.07672462333887499
