,model,mean_original_score_v2_0,mean_original_score_v2_1,mean_attacked_score_v2_0_PGD,mean_attacked_score_v2_1_PGD,mean_attacked_score_v2_0_FGSM,mean_attacked_score_v2_1_FGSM,mean_decrease_rate_v2_0_PGD,mean_decrease_rate_v2_1_PGD,mean_decrease_rate_v2_0_FGSM,mean_decrease_rate_v2_1_FGSM
0,scores\dreamshaper,0.30060875000000015,0.33130249999999994,0.2626237499999999,0.27305999999999997,0.2816237500000002,0.31271875,0.12585982481857516,0.17733178524334253,0.06253257617815791,0.05727547664677686
