FGSM_decrease_rate_v2_0,FGSM_decrease_rate_v2_1,PGD_decrease_rate_v2_0,PGD_decrease_rate_v2_1,score2_0_original,score2_1_original,score2_0_attacked_FGSM,score2_1_attacked_FGSM,score2_0_attacked_PGD,score2_1_attacked_PGD
0.0597763208638642,0.12895132965378825,0.11106826070188958,0.25890617160060214,0.2593,0.1993,0.2438,0.1736,0.2305,0.1477
0.08445945945945953,0.2360080917060013,0.16216216216216223,0.4369521240728253,0.2368,0.1483,0.2168,0.1133,0.1984,0.0835
0.08047945205479456,0.19797349961028832,0.23715753424657537,0.46718628215120805,0.2336,0.1283,0.2148,0.1029,0.1782,0.06836
0.052552552552552596,0.16561371841155229,0.08671171171171184,0.21480144404332133,0.2664,0.2216,0.2524,0.1849,0.2433,0.174
0.07620120120120125,0.14184397163120568,0.1482732732732734,0.2789598108747045,0.2664,0.2115,0.2461,0.1815,0.2269,0.1525
0.02348754448398594,0.020566419420094385,0.059074733096085415,0.08968307484828038,0.281,0.2966,0.2744,0.2905,0.2644,0.27
0.052345058626465706,0.15616966580976857,0.09128978224455617,0.29627249357326474,0.2388,0.1556,0.2263,0.1313,0.217,0.1095
0.07613247049866764,0.26917960088691795,0.18995051389417586,0.5106430155210643,0.2627,0.2255,0.2427,0.1648,0.2128,0.11035
0.03365200764818367,0.06694343539180084,0.09063097514340343,0.25168655941878576,0.2615,0.1927,0.2527,0.1798,0.2378,0.1442
0.09213294068153136,0.26373626373626374,0.23138409760201933,0.5460164835164835,0.2377,0.1456,0.2158,0.1072,0.1827,0.0661
0.06357894736842107,0.19176232275489538,0.15494736842105264,0.43457123565158684,0.2375,0.1481,0.2224,0.1197,0.2007,0.08374
0.031188118811881188,0.06613359986673333,0.15495049504950506,0.3589871730801266,0.202,0.06003,0.1957,0.05606,0.1707,0.03848
0.06863860447478186,0.23770842240273626,0.14220705346985202,0.38606241983753736,0.2637,0.2339,0.2456,0.1783,0.2262,0.1436
0.027151051625238988,0.08701532912533808,0.10554493307839392,0.2533814247069432,0.2615,0.2218,0.2544,0.2025,0.2339,0.1656
0.037051635790303475,0.14525691699604748,0.10011824990145833,0.32411067193675885,0.2537,0.2024,0.2443,0.173,0.2283,0.1368
0.04763860369609856,0.13342503438789546,0.16016427104722797,0.3768913342503439,0.2435,0.1454,0.2319,0.126,0.2045,0.0906
0.0026575550493547224,0.036174636174636114,0.025056947608200646,0.07692307692307687,0.2634,0.2405,0.2627,0.2318,0.2568,0.222
0.02421652421652412,0.026083761939750167,0.06873219373219368,0.10066127847171201,0.2808,0.2722,0.274,0.2651,0.2615,0.2448
0.04850894632206755,0.11774553571428575,0.07753479125248505,0.20089285714285718,0.2515,0.1792,0.2393,0.1581,0.232,0.1432
0.052888527257933214,0.122960372960373,0.09031733116354759,0.21794871794871787,0.2458,0.1716,0.2328,0.1505,0.2236,0.1342
0.046439628482972055,0.017153453871117334,0.16629809818664307,0.48131664348632364,0.2261,0.10785,0.2156,0.106,0.1885,0.05594
0.003003003003003089,0.07099767981438519,0.052552552552552596,0.11136890951276099,0.2664,0.2155,0.2656,0.2002,0.2524,0.1915
0.013782542113323094,0.03418803418803419,0.07082695252679935,0.13524384112619411,0.2612,0.1989,0.2576,0.1921,0.2427,0.172
0.027017543859649072,0.06334519572953749,0.08421052631578936,0.1555160142348755,0.285,0.281,0.2773,0.2632,0.261,0.2373
0.08853721129170229,0.2078853046594982,0.18434559452523525,0.3882915173237753,0.2338,0.1674,0.2131,0.1326,0.1907,0.1024
0.01698113207547171,-0.003676470588235343,0.05283018867924533,0.09803921568627448,0.265,0.2448,0.2605,0.2457,0.251,0.2208
-0.004614838480653063,0.0006553079947576457,0.057152999645012435,0.08322411533420718,0.2817,0.3052,0.283,0.305,0.2656,0.2798
0.047147385103011176,0.07252946509519487,0.1081616481774961,0.1654578422484133,0.2524,0.2206,0.2405,0.2046,0.2251,0.1841
0.07761194029850745,0.18743169398907103,0.15266524520255864,0.3226229508196721,0.2345,0.183,0.2163,0.1487,0.1987,0.12396
0.05863921217547002,0.11554621848739505,0.16159355416293641,0.29061624649859946,0.2234,0.1428,0.2103,0.1263,0.1873,0.1013
0.03762662807525313,0.06062693765070618,0.07742402315484796,0.14915604547020325,0.2764,0.2903,0.266,0.2727,0.255,0.247
0.06713634479900536,0.1399688958009331,0.0741815167840862,0.13374805598755826,0.2413,0.1929,0.2251,0.1659,0.2234,0.1671
0.03549875754348601,0.033248081841432214,0.08413205537806176,0.08403361344537823,0.2817,0.2737,0.2717,0.2646,0.258,0.2507
0.08884210526315782,0.1986885245901639,0.3162105263157895,0.5632786885245901,0.2375,0.1525,0.2164,0.1222,0.1624,0.0666
0.010526315789473776,0.11241407197735541,0.08684210526315793,0.29599676506267686,0.266,0.2473,0.2632,0.2195,0.2429,0.1741
-0.0007352941176469778,0.05720338983050845,0.07904411764705889,0.23199152542372883,0.272,0.2832,0.2722,0.267,0.2505,0.2175
0.0505008347245409,0.18010075566750622,0.12186978297161938,0.3192695214105793,0.2396,0.1588,0.2275,0.1302,0.2104,0.1081
0.039046444718454504,0.14025500910746816,0.12453760789149196,0.3017607771706133,0.2433,0.1647,0.2338,0.1416,0.213,0.115
0.07415437987857765,0.11778774289985049,0.1535125758889852,0.2825112107623318,0.2306,0.1338,0.2135,0.11804,0.1952,0.096
0.043977055449330824,0.07609206200093938,0.10133843212237102,0.2649131047440113,0.2615,0.2129,0.25,0.1967,0.235,0.1565
0.06257287213369599,0.18443051201671892,0.12553439564710445,0.25705329153605017,0.2573,0.1914,0.2412,0.1561,0.225,0.1422
0.02756211180124222,0.01998001998001986,0.17313664596273293,0.36413586413586413,0.2576,0.2002,0.2505,0.1962,0.213,0.1273
0.060312732688011884,0.1422319474835886,0.15562174236783322,0.31772428884026255,0.2686,0.2285,0.2524,0.196,0.2268,0.1559
0.03544127866574005,0.09028960817717195,0.05767894371091037,0.11584327086882446,0.2878,0.2935,0.2776,0.267,0.2712,0.2595
0.034281796366129616,0.11167512690355316,0.04936578676722668,0.17671319796954307,0.2917,0.3152,0.2817,0.28,0.2773,0.2595
0.04369300911854107,0.06238447319778194,0.08168693009118538,0.1155268022181147,0.2632,0.2164,0.2517,0.2029,0.2417,0.1914
0.05668934240362817,0.11135957066189626,0.1118669690098262,0.20438282647584968,0.2646,0.2236,0.2496,0.1987,0.235,0.1779
0.07755102040816322,0.2376774193548387,0.21877551020408167,0.48387096774193544,0.245,0.155,0.226,0.11816,0.1914,0.08
0.014788732394366134,0.047747141896435745,0.026056338028168882,0.061869535978480064,0.284,0.2974,0.2798,0.2832,0.2766,0.279
0.02761061946902646,0.08772563176895322,0.08814159292035391,0.19963898916967512,0.2825,0.277,0.2747,0.2527,0.2576,0.2217
0.033781190019193975,0.04372897645362805,0.09827255278310945,0.1254204709274388,0.2605,0.2081,0.2517,0.199,0.2349,0.182
0.09157509157509165,0.19944211994421207,0.19706959706959712,0.32728963272896333,0.273,0.2151,0.248,0.1722,0.2192,0.1447
0.034952813701503,0.07862013638186927,0.09122684376092279,0.18170878459687126,0.2861,0.2493,0.2761,0.2297,0.26,0.204
0.03576642335766434,0.10846448319863886,0.1164233576642336,0.23989791578051894,0.274,0.2351,0.2642,0.2096,0.2421,0.1787
0.04770642201834866,0.10035682426405004,0.09871559633027525,0.14406779661016958,0.2725,0.2242,0.2595,0.2017,0.2456,0.1919
0.050092764378478705,0.09281294621608766,0.09499072356215217,0.1684911946692052,0.2695,0.2101,0.256,0.1906,0.2439,0.1747
0.0810810810810811,0.16037110669317428,0.18838241226300934,0.3154406891981445,0.2479,0.1509,0.2278,0.1267,0.2012,0.1033
0.06228610540725528,0.17082533589251445,0.15468856947296378,0.3481765834932821,0.2922,0.2605,0.274,0.216,0.247,0.1698
0.041248206599713094,0.05379188712522041,0.1388091822094691,0.24074074074074078,0.2788,0.2268,0.2673,0.2146,0.2401,0.1722
0.04147157190635441,0.09131944444444441,0.09598662207357861,0.21388888888888885,0.299,0.288,0.2866,0.2617,0.2703,0.2264
0.0806074766355139,0.17969115582592415,0.14758566978193133,0.2718764623303697,0.2568,0.2137,0.2361,0.1753,0.2189,0.1556
0.04996353026987597,0.08782287822878233,0.09044493070751272,0.17380073800738016,0.2742,0.271,0.2605,0.2472,0.2494,0.2239
0.05490196078431381,0.1101380936342203,0.1008912655971481,0.20175143145840355,0.2805,0.2969,0.2651,0.2642,0.2522,0.237
0.07290015847860538,0.2084905660377358,0.1339144215530904,0.2783018867924528,0.2524,0.212,0.234,0.1678,0.2186,0.153
0.08729830368225075,0.16843220338983048,0.17790649565577166,0.25847457627118636,0.2417,0.1888,0.2206,0.157,0.1987,0.14
0.06807935076645628,0.027328111401218484,0.21009918845807035,0.2058311575282855,0.2218,0.1149,0.2067,0.11176,0.1752,0.09125
0.06214039125431528,0.12558535547041294,0.08937476026083617,0.17965091528309915,0.2607,0.2349,0.2445,0.2054,0.2374,0.1927
0.0457232952305872,0.09434801958166454,0.12219156484036253,0.230084557187361,0.2537,0.2247,0.2421,0.2035,0.2227,0.173
0.05922551252847391,0.12990692027519218,0.19893697798025825,0.42897612302711446,0.2634,0.2471,0.2478,0.215,0.211,0.1411
0.05253623188405801,0.13794450957405247,0.14818840579710152,0.31731144978507236,0.276,0.2559,0.2615,0.2206,0.2351,0.1747
0.015429831006612717,0.004020908725371938,0.08523144746509918,0.13108162444712512,0.2722,0.2487,0.268,0.2477,0.249,0.2161
0.04505494505494517,0.11176470588235297,0.10659340659340664,0.20919117647058824,0.273,0.272,0.2607,0.2416,0.2439,0.2151
0.04189944134078216,0.08449720670391062,0.13058659217877092,0.23533519553072624,0.2864,0.2864,0.2744,0.2622,0.249,0.219
0.06213364595545144,0.10599078341013823,0.16412661195779604,0.30363543266769066,0.2559,0.1953,0.24,0.1746,0.2139,0.136
0.05989180834621324,0.10673903211216636,0.12982998454404934,0.2044323835368611,0.2588,0.2211,0.2433,0.1975,0.2252,0.1759
0.03893442622950823,0.1003289473684211,0.09549180327868848,0.19682017543859656,0.244,0.1824,0.2345,0.1641,0.2207,0.1465
0.04734848484848489,0.07439525330899124,0.13181818181818192,0.2861706983112733,0.264,0.2191,0.2515,0.2028,0.2292,0.1564
0.03343465045592696,0.062224183583406895,0.09612462006079024,0.16504854368932034,0.2632,0.2266,0.2544,0.2125,0.2379,0.1892
0.11255924170616102,0.23444730077120823,0.23459715639810422,0.489974293059126,0.2532,0.1945,0.2247,0.1489,0.1938,0.0992
0.051908396946564885,0.1176713459950454,0.08664122137404578,0.14574731626754747,0.262,0.2422,0.2484,0.2137,0.2393,0.2069
0.012935680919870615,0.059385665529010145,0.0675530003593244,0.11023890784982934,0.2783,0.293,0.2747,0.2756,0.2595,0.2607
0.039867109634551486,0.07751937984496131,0.12749169435215937,0.26046511627906976,0.2408,0.1935,0.2312,0.1785,0.2101,0.1431
0.07714641227706348,0.17784090909090908,0.17254251347988386,0.3687499999999999,0.2411,0.176,0.2225,0.1447,0.1995,0.1111
0.00443066016836509,0.03625576796308507,0.08772707133362875,0.17534607778510225,0.2257,0.1517,0.2247,0.1462,0.2059,0.1251
0.08090614886731387,0.12947658402203854,0.1771844660194175,0.27107438016528923,0.2472,0.1815,0.2272,0.158,0.2034,0.1323
0.055616139585605365,0.11727941176470592,0.06470374409305721,0.10735294117647069,0.2751,0.272,0.2598,0.2401,0.2573,0.2428
0.039972899728997396,0.04169339320076976,0.08130081300813015,0.11353431686978846,0.2952,0.3118,0.2834,0.2988,0.2712,0.2764
0.05473684210526309,0.1638483965014578,0.12884210526315784,0.2641399416909621,0.2375,0.1715,0.2245,0.1434,0.2069,0.1262
0.03618906942392901,0.08485499462943072,0.09268833087149182,0.1532402434658074,0.2708,0.2793,0.261,0.2556,0.2457,0.2365
0.023144746509919076,0.0616724738675958,0.08376193975018364,0.16411149825783966,0.2722,0.287,0.2659,0.2693,0.2494,0.2399
0.061468646864686456,0.17331288343558277,0.11509900990099013,0.28425357873210627,0.2424,0.1956,0.2275,0.1617,0.2145,0.14
0.06448723690102999,0.13567839195979908,0.18360949395432158,0.3869346733668342,0.2233,0.1393,0.2089,0.1204,0.1823,0.0854
0.0770314701737905,0.06382978723404256,0.20432127759511512,0.4532928064842958,0.2129,0.0987,0.1965,0.0924,0.1694,0.05396
0.04255319148936166,0.09638554216867455,0.10030395136778109,0.21142635056354442,0.2632,0.2573,0.252,0.2325,0.2368,0.2029
0.04091971940763828,0.0770934869295525,0.09469992205767727,0.18475852902082415,0.2566,0.2257,0.2461,0.2083,0.2323,0.184
0.02439024390243892,0.03921568627450982,0.07239643825009666,0.18927571028411366,0.2583,0.2499,0.252,0.2401,0.2396,0.2026
0.09157509157509165,0.1763975155279503,0.18827838827838836,0.3217391304347826,0.273,0.2415,0.248,0.1989,0.2216,0.1638
0.07722419928825641,0.14445244956772343,0.13380782918149473,0.20677233429394815,0.281,0.2776,0.2593,0.2375,0.2434,0.2202
0.046706989247311724,0.09112466124661257,0.10013440860215052,0.23035230352303523,0.2976,0.2952,0.2837,0.2683,0.2678,0.2272
0.06148148148148149,0.1140797285835454,0.11518518518518524,0.1840542832909246,0.27,0.2358,0.2534,0.2089,0.2389,0.1924
0.09444228527011257,0.24886877828054293,0.21881072677807994,0.5540472599296129,0.2573,0.1989,0.233,0.1494,0.201,0.0887
0.05311778290993064,0.1666666666666666,0.1697459584295611,0.3837325349301397,0.2598,0.2004,0.246,0.167,0.2157,0.1235
0.10397111913357407,0.20069656073138867,0.24115523465703978,0.4057466260339573,0.277,0.2297,0.2482,0.1836,0.2102,0.1365
0.0636918382913806,0.10323203087313074,0.13119755911517922,0.1915098890496865,0.2622,0.2073,0.2455,0.1859,0.2278,0.1676
0.06048237476808919,0.06781914893617025,0.11873840445269027,0.15026595744680846,0.2695,0.2256,0.2532,0.2103,0.2375,0.1917
0.07485760781122865,0.16820276497695855,0.1997558991049633,0.4078341013824885,0.2458,0.1736,0.2274,0.1444,0.1967,0.1028
0.0173328616908384,0.09230769230769247,0.11036434382737886,0.26511627906976754,0.2827,0.2795,0.2778,0.2537,0.2515,0.2054
0.0657084188911704,0.17927631578947367,0.12696783025325126,0.34111842105263157,0.2922,0.304,0.273,0.2495,0.2551,0.2003
0.098575712143928,0.21999065857076133,0.14767616191904046,0.3190098085007006,0.2668,0.2141,0.2405,0.167,0.2274,0.1458
0.07316118935837243,0.20276717557251914,0.1670579029733959,0.3578244274809161,0.2556,0.2096,0.2369,0.1671,0.2129,0.1346
0.056332062685302865,0.10060060060060066,0.12621770436255822,0.23018018018018022,0.2361,0.1332,0.2228,0.1198,0.2063,0.10254
0.07585247042449543,0.21458625525946706,0.16423103688239385,0.40042075736325383,0.2874,0.2852,0.2656,0.224,0.2402,0.171
0.05185465556396666,0.1191910499139415,0.09500378501135498,0.17168674698795178,0.2642,0.2324,0.2505,0.2047,0.2391,0.1925
0.08213773314203722,0.21713441654357457,0.13091822094691538,0.3345642540620384,0.2788,0.2708,0.2559,0.212,0.2423,0.1802
0.08136482939632549,0.19436997319034852,0.1461067366579177,0.30864611260053615,0.2286,0.1492,0.21,0.1202,0.1952,0.10315
0.017717346518335387,0.10095911155981822,0.11083642356819122,0.3291267036850076,0.2427,0.1981,0.2384,0.1781,0.2158,0.1329
0.006643220007815688,0.03740423614240637,0.07854630715123097,0.2203695358269491,0.2559,0.2219,0.2542,0.2136,0.2358,0.173
0.06408544726301746,0.19148936170212766,0.13039608366711178,0.378419452887538,0.2247,0.1316,0.2103,0.1064,0.1954,0.0818
0.07620735489587957,0.2036363636363637,0.1541869738591051,0.3978181818181819,0.2257,0.1375,0.2085,0.1095,0.1909,0.0828
0.07090039147455407,0.12719891745602155,0.14615050021748582,0.2702976995940459,0.2299,0.1478,0.2136,0.129,0.1963,0.10785
0.04198627371820748,0.18550724637681154,0.10294711344368185,0.3164251207729469,0.2477,0.207,0.2373,0.1686,0.2222,0.1415
0.05012028869286291,0.10279922779922773,0.1178829190056135,0.24710424710424708,0.2494,0.2072,0.2369,0.1859,0.22,0.156
0.040624999999999974,0.08343313373253494,0.10156249999999999,0.23113772455089823,0.256,0.2505,0.2456,0.2296,0.23,0.1926
0.07490494296577956,0.15646594274432382,0.19885931558935366,0.28035538005922994,0.263,0.2026,0.2433,0.1709,0.2107,0.1458
0.007199177236887181,0.06275033377837111,0.0507370586218719,0.14285714285714288,0.2917,0.2996,0.2896,0.2808,0.2769,0.2568
0.015624999999999976,0.05724137931034484,0.05230978260869555,0.11034482758620681,0.2944,0.29,0.2898,0.2734,0.279,0.258
0.047423450336071656,0.12483516483516487,0.06460044809559366,0.19032967032967035,0.2678,0.2275,0.2551,0.1991,0.2505,0.1842
0.06147220046985129,0.20564102564102563,0.12020360219263901,0.30205128205128207,0.2554,0.195,0.2397,0.1549,0.2247,0.1361
0.03258036490008679,0.10776186887716659,0.07688966116420501,0.23360964581763385,0.2302,0.1327,0.2227,0.1184,0.2125,0.1017
0.03483681701503487,0.13330457290767908,0.11917858452511919,0.26186367558239865,0.2727,0.2318,0.2632,0.2009,0.2402,0.1711
0.04567044208987947,0.09308072487644144,0.07672634271099751,0.14621087314662265,0.2737,0.2428,0.2612,0.2202,0.2527,0.2073
0.038247307835128024,0.07786885245901629,0.09766060155959892,0.23041894353369755,0.2693,0.2196,0.259,0.2025,0.243,0.169
0.07537067545304771,0.22704225352112678,0.18369028006589788,0.3954929577464788,0.2428,0.1775,0.2245,0.1372,0.1982,0.1073
0.028655400440852217,0.07921539041870988,0.07274063188831735,0.18408147868728786,0.2722,0.2651,0.2644,0.2441,0.2524,0.2163
0.008067473414007993,0.05117622781675607,0.058305830583058396,0.14321089558398672,0.2727,0.2423,0.2705,0.2299,0.2568,0.2076
0.05004068348250602,0.12867274569402232,0.08665581773799831,0.20415400202634248,0.2458,0.1974,0.2335,0.172,0.2245,0.1571
0.0744035584310554,0.1853281853281853,0.16336433481601292,0.34721456150027574,0.2473,0.1813,0.2289,0.1477,0.2069,0.11835
0.08600263273365502,0.2645551601423488,0.17068889863975426,0.4491103202846976,0.2279,0.1405,0.2083,0.10333,0.189,0.0774
0.05830456463367853,0.14731954411143938,0.07134637514384341,0.13423385394681298,0.2607,0.2369,0.2455,0.202,0.2421,0.2051
0.0266316579144786,0.07024467245461724,0.06901725431357839,0.14956590370955017,0.2666,0.2534,0.2595,0.2356,0.2482,0.2155
0.00988286969253287,0.09007092198581554,0.07759882869692532,0.2134751773049645,0.2732,0.282,0.2705,0.2566,0.252,0.2218
0.04257767548906789,0.11522198731501064,0.15113156885308782,0.2922832980972517,0.2607,0.1892,0.2496,0.1674,0.2213,0.1339
0.009642857142857269,0.05364134690681291,0.06428571428571433,0.10140955364134692,0.28,0.2554,0.2773,0.2417,0.262,0.2295
0.03659420289855071,0.07740066225165572,0.07572463768115952,0.14817880794701985,0.276,0.2416,0.2659,0.2229,0.2551,0.2058
0.08330328164442845,0.14304812834224595,0.1496574107464839,0.26515151515151514,0.2773,0.2244,0.2542,0.1923,0.2358,0.1649
0.052461372619475394,0.10649350649350653,0.09737693136902628,0.2108225108225109,0.2783,0.231,0.2637,0.2064,0.2512,0.1823
0.04196094723722475,0.0051813471502591135,0.1828001661819692,0.2250185048112509,0.2407,0.1351,0.2306,0.1344,0.1967,0.1047
0.038403614457831275,0.017421602787456462,0.10316265060240967,0.16027874564459935,0.2656,0.2009,0.2554,0.1974,0.2382,0.1687
0.015469613259668644,0.08768567321514127,0.08766114180478826,0.20987062769525638,0.2715,0.2087,0.2673,0.1904,0.2477,0.1649
0.02361649629890724,0.011890118901189068,0.06732463870285514,0.14145141451414514,0.2837,0.2439,0.277,0.241,0.2646,0.2094
0.09327280231118441,0.16635279347143753,0.2208006603384234,0.41343377275580667,0.2423,0.1593,0.2197,0.1328,0.1888,0.09344
0.07150715071507158,0.15019920318725105,0.1628162816281628,0.3250996015936255,0.2727,0.251,0.2532,0.2133,0.2283,0.1694
0.049374130737135064,0.10956741395642568,0.12656467315716285,0.3141774550047363,0.2876,0.3167,0.2734,0.282,0.2512,0.2172
0.06451612903225798,0.09367336929867585,0.10299261562378535,0.15350662089259437,0.2573,0.2039,0.2407,0.1848,0.2308,0.1726
0.07085346215781,0.20296465222348914,0.15660225442834144,0.3973774230330673,0.2484,0.1754,0.2308,0.1398,0.2095,0.1057
0.030384271671134944,-0.030938123752495068,0.14566577301161748,0.2897205588822355,0.2238,0.1002,0.217,0.1033,0.1912,0.07117
0.0632911392405062,0.14108425865447424,0.11251758087201116,0.2165251469627695,0.2844,0.3062,0.2664,0.263,0.2524,0.2399
0.08649868371568266,0.14989733059548258,0.15381722452049648,0.2739219712525667,0.2659,0.2435,0.2429,0.207,0.225,0.1768
0.035398230088495415,0.07274063188831735,0.0987610619469026,0.2803085966201323,0.2825,0.2722,0.2725,0.2524,0.2546,0.1959
0.05530129672006097,0.1193058568329719,0.18192219679633864,0.3850325379609545,0.2622,0.1844,0.2477,0.1624,0.2145,0.1134
0.0364854802680567,0.08967674661105314,0.14519731943410277,0.25234619395203334,0.2686,0.1918,0.2588,0.1746,0.2296,0.1434
0.026164874551971428,0.06269453090262339,0.14731182795698933,0.24988883948421522,0.279,0.2249,0.2717,0.2108,0.2379,0.1687
0.03921568627450982,0.04674668351231832,0.10764305722288918,0.19014529374605174,0.2499,0.1583,0.2401,0.1509,0.223,0.1282
0.04952015355086381,0.11372549019607835,0.11209213051823418,0.24985994397759106,0.2605,0.1785,0.2476,0.1582,0.2313,0.1339
0.05920000000000003,0.12913287585776667,0.11360000000000003,0.20960698689956325,0.25,0.1603,0.2352,0.1396,0.2216,0.1267
0.026022304832713776,0.027263875365141157,0.06802973977695181,0.12852969814995135,0.269,0.2054,0.262,0.1998,0.2507,0.179
0.08314606741573043,0.1788732394366197,0.13220973782771545,0.26572769953051634,0.267,0.213,0.2448,0.1749,0.2317,0.1564
0.03325334247514584,0.0946291560102302,0.09290366815221121,0.21373766898063573,0.2917,0.2737,0.282,0.2478,0.2646,0.2152
0.03971119133574004,0.15445939212755358,0.13959085439229843,0.2371699053313402,0.2493,0.2007,0.2394,0.1697,0.2145,0.1531
