,model,mean_original_score_v2_0,mean_original_score_v2_1,mean_attacked_score_v2_0_PGD,mean_attacked_score_v2_1_PGD,mean_attacked_score_v2_0_FGSM,mean_attacked_score_v2_1_FGSM,mean_decrease_rate_v2_0_PGD,mean_decrease_rate_v2_1_PGD,mean_decrease_rate_v2_0_FGSM,mean_decrease_rate_v2_1_FGSM
0,scores\realistic_vision,0.29375750000000006,0.31314375,0.2604162499999999,0.26337875,0.27933375000000005,0.30140124999999995,0.11330935035690615,0.16330704328699638,0.04866854176325893,0.04017466839419616
